location,total_sqft,bath,balcony,price,bhk,per_squre_price
Kannamangala,957.0,2.0,2.0,54.5,2,5694.879832810867
Ramagondanahalli,1500.0,3.0,3.0,100.0,3,6666.666666666667
Electronic City Phase II,1400.0,2.0,2.0,40.44,3,2888.5714285714284
Ulsoor,1500.0,2.0,2.0,125.0,3,8333.333333333334
Kanakpura Road,1328.0,2.0,3.0,91.06,2,6856.9277108433735
Sarjapur  Road,1249.0,3.0,2.0,44.71,3,3579.663730984788
Mahadevpura,1260.0,2.0,3.0,57.6,2,4571.428571428572
Yelahanka,1327.0,2.0,3.0,85.0,2,6405.42577241899
Jogupalya,1800.0,3.0,1.0,130.0,3,7222.222222222223
Sarjapur,649.5,1.0,0.0,17.535,1,2699.7690531177827
Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2,3394.4954128440368
Varthur,1000.0,4.0,0.0,65.0,5,6500.0
Rest House Road,2500.0,3.0,2.0,400.0,3,16000.0
Sarjapur  Road,2880.0,3.0,2.0,211.0,4,7326.388888888889
JCR Layout,1060.0,2.0,2.0,37.0,2,3490.566037735849
Kamdhenu Nagar,1000.0,2.0,1.0,46.0,2,4600.0
Garebhavipalya,1275.0,3.0,2.0,55.0,3,4313.725490196079
Malleshwaram,1600.0,3.0,3.0,160.0,3,10000.0
Begur Road,1410.0,2.0,3.0,54.99,3,3900.0
Giri Nagar,600.0,6.0,3.0,100.0,6,16666.666666666668
Malleshwaram,2600.0,3.0,1.0,237.0,3,9115.384615384615
Sarjapur,2400.0,3.0,2.0,190.0,3,7916.666666666667
T G extension,1200.0,1.0,2.0,95.0,2,7916.666666666667
Sonnenahalli,1268.0,2.0,1.0,75.0,3,5914.826498422713
Chikkakannalli,1495.0,3.0,2.0,90.0,3,6020.066889632107
Kengeri,927.0,2.0,2.0,37.0,2,3991.370010787487
Babusapalaya,1213.0,2.0,1.0,36.37,3,2998.3511953833467
Bannerghatta,1320.0,2.0,0.0,50.0,2,3787.878787878788
Jalahalli East,1035.0,2.0,1.0,42.5,2,4106.280193236715
Dasarahalli,1333.0,2.0,1.0,78.56,2,5893.473368342085
Sarjapur  Road,1060.0,2.0,1.0,55.0,2,5188.679245283019
Hebbal,4235.0,4.0,2.0,365.0,4,8618.654073199528
Hulimavu,3035.0,5.0,3.0,220.0,3,7248.764415156507
Yelahanka,1566.0,3.0,2.0,97.0,3,6194.125159642401
Yelahanka,1692.0,3.0,2.0,83.0,3,4905.437352245863
NGR Layout,1105.0,2.0,1.0,52.48,2,4749.321266968326
Kanakpura Road,2200.0,3.0,2.0,130.0,3,5909.090909090909
Somasundara Palya,1186.0,2.0,1.0,76.0,2,6408.0944350758855
Sarjapur  Road,3800.0,3.0,3.0,325.0,4,8552.631578947368
Kannur,,6.0,3.0,75.0,6,
Gunjur Palya,830.0,2.0,2.0,40.0,2,4819.277108433735
Akshaya Nagar,1250.0,3.0,2.0,40.0,3,3200.0
Vasantha Vallabha Nagar,900.0,1.0,1.0,44.0,2,4888.888888888889
Chennammanakere Achukattu,1260.0,2.0,1.0,75.0,2,5952.380952380952
Hennur Gardens,1942.0,3.0,2.0,102.0,3,5252.317198764161
Hennur,1295.0,2.0,1.0,62.0,2,4787.644787644787
Balagere,656.0,1.0,1.0,43.0,1,6554.878048780488
Kengeri,1230.0,2.0,2.0,52.0,3,4227.642276422765
Sarjapur  Road,1019.0,2.0,1.0,62.0,2,6084.396467124632
Sarjapur  Road,534.0,1.0,1.0,19.65,1,3679.775280898876
Old Airport Road,1858.0,2.0,1.0,167.0,3,8988.15931108719
Jakkur,1290.0,2.0,1.0,100.0,2,7751.937984496124
Ardendale,1650.0,3.0,3.0,82.0,3,4969.69696969697
Electronic City,1000.0,2.0,2.0,41.0,2,4100.0
Kanakpura Road,1507.0,2.0,3.0,95.0,3,6303.915063039151
Hebbal Kempapura,1200.0,4.0,2.0,215.0,4,17916.666666666668
Hennur Road,2089.0,3.0,2.0,140.0,3,6701.771182383915
Rachenahalli,1550.0,3.0,3.0,73.5,3,4741.935483870968
Sneha Colony,1050.0,2.0,1.0,110.0,2,10476.190476190475
Chikka Gowdanapalya.,850.0,6.0,2.0,78.0,6,9176.470588235294
Kothannur,1270.0,3.0,2.0,45.0,3,3543.3070866141734
Electronic City,1500.0,2.0,1.0,70.0,3,4666.666666666667
Frazer Town,2400.0,3.0,2.0,260.0,3,10833.333333333334
Electronic City Phase II,1090.0,2.0,1.0,31.48,2,2888.0733944954127
NRI Layout,1250.0,2.0,0.0,75.0,2,6000.0
Kaggadasapura,1225.0,2.0,2.0,48.0,2,3918.367346938776
Haralur Road,1140.0,2.0,2.0,43.0,2,3771.929824561404
Nagavarapalya,1392.0,2.0,1.0,130.0,2,9339.080459770115
Arekere,2710.0,6.0,2.0,142.0,4,5239.852398523985
Yelachenahalli,1000.0,2.0,2.0,50.0,2,5000.0
Ambedkar Nagar,1367.0,2.0,2.0,86.0,2,6291.148500365764
Suraksha Nagar,1563.0,3.0,2.0,52.0,3,3326.935380678183
Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2,3979.3662490788506
Akshaya Nagar,2061.0,3.0,1.0,200.0,3,9704.02717127608
Varthur,1535.0,3.0,2.0,65.99,3,4299.022801302931
Sanjay nagar,750.0,2.0,0.0,110.0,4,14666.666666666666
Sanjay nagar,1150.0,2.0,0.0,70.0,2,6086.95652173913
Nagavara,400.0,1.0,0.0,14.0,1,3500.0
Nagappa Reddy Layout,1200.0,2.0,2.0,43.2,2,3600.0
Uttarahalli,1135.0,2.0,3.0,39.73,3,3500.440528634361
Rajaji Nagar,2300.0,4.0,1.0,240.0,3,10434.782608695652
Haralur Road,560.0,1.0,1.0,45.0,1,8035.714285714285
Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,2,3390.3508771929824
Banashankari,1540.0,3.0,3.0,80.0,3,5194.805194805195
Kathriguppe,1390.0,2.0,2.0,69.49,3,4999.280575539568
Raja Rajeshwari Nagar,600.0,1.0,1.0,22.0,1,3666.6666666666665
Kaggalipura,950.0,2.0,1.0,47.0,2,4947.368421052632
Rajaji Nagar,1720.0,3.0,2.0,224.0,3,13023.255813953489
Sarvabhouma Nagar,500.0,1.0,0.0,24.0,1,4800.0
Whitefield,920.0,2.0,1.0,63.0,2,6847.826086956522
2nd Block Jayanagar,1718.0,3.0,3.0,223.0,3,12980.209545983702
Thanisandra,1634.0,3.0,3.0,78.0,3,4773.561811505508
BEL Road,4000.0,4.0,2.0,1000.0,5,25000.0
KR Puram,2065.0,4.0,0.0,248.0,4,12009.685230024214
Jalahalli,1405.0,2.0,1.0,85.0,3,6049.82206405694
Chikkalasandra,1070.0,2.0,1.0,45.48,2,4250.467289719626
Hegde Nagar,1835.0,3.0,3.0,89.0,3,4850.136239782017
Bisuvanahalli,1180.0,2.0,1.0,60.0,3,5084.745762711865
Kengeri,1500.0,6.0,3.0,150.0,6,10000.0
Chikkalasandra,1355.0,3.0,2.0,54.2,3,4000.0
Koramangala,1320.0,2.0,2.0,110.0,2,8333.333333333334
Gubbalala,1745.0,3.0,2.0,140.0,3,8022.922636103151
Hormavu,1175.0,2.0,1.0,52.0,2,4425.531914893617
Koramangala,1350.0,2.0,2.0,103.0,2,7629.62962962963
Vijayanagar,1200.0,2.0,1.0,75.0,3,6250.0
Ambalipura,1390.0,2.0,1.0,175.0,3,12589.928057553956
Vijay Nagar,2300.0,7.0,0.0,160.0,6,6956.521739130435
Hosur Road,1427.0,2.0,1.0,130.0,3,9110.02102312544
Kanakpura Road,1550.0,3.0,3.0,67.0,3,4322.580645161291
5th Stage BEML Layout,2000.0,3.0,2.0,85.0,3,4250.0
Bannerghatta Road,1115.0,2.0,1.0,65.12,2,5840.358744394619
Sarjapur  Road,1489.0,2.0,3.0,82.0,3,5507.051712558764
Vijayanagar,1000.0,3.0,0.0,140.0,3,14000.0
Vishveshwarya Layout,2100.0,6.0,0.0,92.0,6,4380.952380952381
Electronic City Phase II,1140.0,2.0,1.0,32.92,2,2887.719298245614
Whitefield,1355.0,2.0,3.0,78.0,2,5756.457564575646
Kanakpura Road,1200.0,2.0,0.0,62.0,2,5166.666666666667
Begur Road,1634.0,3.0,1.0,83.33,3,5099.7552019583845
Whitefield,1200.0,2.0,1.0,45.0,2,3750.0
Bannerghatta Road,1894.0,3.0,1.0,115.0,3,6071.805702217529
Battarahalli,1200.0,6.0,1.0,100.0,6,8333.333333333334
Ramamurthy Nagar,1110.0,2.0,0.0,65.0,2,5855.855855855856
Harlur,1730.0,3.0,2.0,100.0,3,5780.346820809248
Harlur,1755.0,3.0,2.0,115.0,3,6552.706552706552
Hoodi,1132.0,2.0,0.0,67.9,2,5998.233215547704
Thirumenahalli,1161.0,2.0,3.0,36.69,2,3160.206718346253
Yeshwanthpur,1825.0,3.0,2.0,145.0,3,7945.2054794520545
Dasanapura,814.0,2.0,1.0,53.0,2,6511.056511056511
Electronic City,921.0,2.0,1.0,34.0,2,3691.639522258415
Panathur,1235.0,2.0,3.0,65.0,2,5263.1578947368425
Mico Layout,800.0,1.0,1.0,29.5,1,3687.5
Green Glen Layout,1075.0,2.0,1.0,60.0,2,5581.395348837209
Govindapura,702.0,4.0,0.0,65.0,4,9259.25925925926
Koramangala,1600.0,3.0,2.0,88.0,3,5500.0
Channasandra,830.0,2.0,1.0,36.28,2,4371.084337349397
Kaggadasapura,2400.0,4.0,3.0,130.0,5,5416.666666666667
Budigere,1153.0,2.0,2.0,56.55,2,4904.596704249783
Electronic City,1165.0,2.0,1.0,33.64,2,2887.5536480686696
Sunkadakatte,1200.0,3.0,1.0,68.0,3,5666.666666666667
Singasandra,1440.0,2.0,3.0,65.0,3,4513.888888888889
A Narayanapura,1150.0,4.0,1.0,110.0,4,9565.217391304348
Sarjapur  Road,914.0,2.0,1.0,32.0,2,3501.09409190372
EPIP Zone,1330.0,2.0,1.0,92.5,2,6954.887218045113
Thanisandra,663.0,1.0,1.0,46.0,1,6938.15987933635
MCECHS  layout,1200.0,2.0,2.0,54.0,2,4500.0
Thubarahalli,975.0,2.0,1.0,50.0,2,5128.205128205128
Hebbal,2375.0,4.0,2.0,189.0,4,7957.894736842105
Bannerghatta Road,9000.0,4.0,1.0,390.0,3,4333.333333333333
7th Phase JP Nagar,1050.0,2.0,1.0,77.0,2,7333.333333333333
Electronic City,1152.0,2.0,1.0,64.5,2,5598.958333333333
Magadi Road,3600.0,6.0,0.0,141.0,6,3916.6666666666665
Rajaji Nagar,1776.0,3.0,1.0,190.0,3,10698.1981981982
Vidyaranyapura,600.0,3.0,2.0,78.0,4,13000.0
Hosur Road,3000.0,4.0,2.0,160.0,4,5333.333333333333
Brookefield,2400.0,3.0,3.0,140.0,4,5833.333333333333
Hebbal Kempapura,3895.0,4.0,2.0,495.0,4,12708.600770218229
Gunjur,2000.0,3.0,0.0,95.0,4,4750.0
Hegde Nagar,1200.0,4.0,1.0,83.0,4,6916.666666666667
Sarjapur  Road,1194.0,2.0,1.0,51.0,2,4271.356783919598
Sadashiva Nagar,2720.0,4.0,1.0,485.0,4,17830.882352941175
Chamrajpet,4050.0,7.0,1.0,1200.0,9,29629.62962962963
Moodalapalya,410.0,1.0,1.0,48.0,1,11707.317073170732
Doddabanahalli,1500.0,3.0,2.0,85.0,3,5666.666666666667
JCR Layout,1160.0,2.0,1.0,41.75,2,3599.137931034483
Electronic City,1125.0,2.0,1.0,32.5,2,2888.8888888888887
Sarjapur  Road,1600.0,3.0,1.0,85.0,3,5312.5
Rajaji Nagar,1640.0,3.0,2.0,241.0,3,14695.121951219511
Ferrar Nagar,2360.0,3.0,2.0,185.0,4,7838.983050847458
R.T. Nagar,1100.0,3.0,0.0,125.0,2,11363.636363636364
Hulimavu,1276.0,2.0,2.0,76.0,2,5956.112852664577
Hosakerehalli,3033.0,4.0,1.0,326.0,4,10748.433893834488
Whitefield,750.0,2.0,1.0,52.7,2,7026.666666666667
BTM 2nd Stage,1250.0,3.0,1.0,50.0,3,4000.0
7th Phase JP Nagar,1000.0,2.0,1.0,61.0,2,6100.0
1st Block Jayanagar,1235.0,2.0,2.0,148.0,2,11983.805668016194
Kanakapura,1290.0,2.0,3.0,38.69,3,2999.2248062015506
TC Palaya,1400.0,5.0,1.0,97.0,5,6928.571428571428
Thubarahalli,1200.0,2.0,2.0,47.0,2,3916.6666666666665
Uttarahalli,1200.0,7.0,2.0,225.0,7,18750.0
Dodda Nekkundi,3400.0,4.0,3.0,530.0,4,15588.235294117649
Kengeri,1125.0,2.0,1.0,88.0,4,7822.222222222223
Subbannaiah Palya,600.0,3.0,2.0,85.0,2,14166.666666666666
Raja Rajeshwari Nagar,1608.0,2.0,2.0,85.0,2,5286.0696517412935
Raja Rajeshwari Nagar,1530.0,3.0,3.0,51.87,3,3390.1960784313724
Sahakara Nagar,960.0,2.0,3.0,56.0,2,5833.333333333333
Mysore Road,1170.0,2.0,2.0,65.0,2,5555.555555555556
Kaggadasapura,1150.0,2.0,2.0,45.0,2,3913.0434782608695
JP Nagar,1800.0,6.0,0.0,68.0,6,3777.777777777778
Narayanappa Garden,1475.0,2.0,1.0,70.0,2,4745.762711864407
Rajaji Nagar,1380.0,3.0,3.0,130.0,3,9420.289855072464
Margondanahalli,555.0,1.0,0.0,37.0,2,6666.666666666667
Kengeri Satellite Town,1200.0,2.0,1.0,65.0,2,5416.666666666667
Green Glen Layout,1575.0,3.0,2.0,125.0,3,7936.507936507936
Vijayanagar,1580.0,2.0,0.0,134.0,3,8481.012658227848
Sahakara Nagar,1200.0,2.0,1.0,136.0,2,11333.333333333334
Konena Agrahara,3520.0,6.0,1.0,460.0,5,13068.181818181818
Chandapura,590.0,1.0,0.0,13.57,1,2300.0
Veerannapalya,600.0,4.0,0.0,100.0,7,16666.666666666668
Chikkalasandra,1070.0,2.0,2.0,50.0,2,4672.897196261682
Rainbow Drive,1500.0,3.0,2.0,138.0,3,9200.0
Uttarahalli,1120.0,2.0,1.0,50.0,2,4464.285714285715
Ramamurthy Nagar,2560.0,4.0,2.0,75.0,4,2929.6875
Electronic City Phase II,1320.0,2.0,1.0,38.12,3,2887.8787878787875
Ambedkar Colony,1875.0,3.0,2.0,165.0,3,8800.0
Begur Road,1565.0,2.0,2.0,49.3,3,3150.1597444089457
Soundarya Layout,960.0,2.0,2.0,32.0,2,3333.333333333333
Kundalahalli,2100.0,3.0,2.0,150.0,3,7142.857142857143
Bannerghatta Road,1550.0,3.0,2.0,96.0,3,6193.548387096775
Sahakara Nagar,1200.0,2.0,0.0,46.0,2,3833.3333333333335
Sarjapur  Road,1290.0,2.0,2.0,88.0,2,6821.705426356589
Bellari Road,3500.0,2.0,1.0,350.0,4,10000.0
5th Phase JP Nagar,1220.0,2.0,3.0,88.0,2,7213.11475409836
Soppahalli,620.0,1.0,1.0,25.0,1,4032.258064516129
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Thanisandra,1226.0,2.0,1.0,65.0,2,5301.794453507341
Hennur,1285.0,2.0,1.0,60.0,2,4669.260700389105
Tharabanahalli,4395.0,3.0,2.0,240.0,3,5460.750853242321
Kengeri,1192.0,2.0,2.0,53.5,2,4488.255033557047
Goraguntepalya,1200.0,4.0,1.0,150.0,4,12500.0
Mahadevpura,1505.0,3.0,2.0,78.0,3,5182.724252491695
CV Raman Nagar,1070.0,2.0,1.0,55.0,2,5140.186915887851
Varthur,986.0,2.0,1.0,31.0,2,3144.0162271805275
Yeshwanthpur,1860.0,3.0,2.0,168.0,3,9032.258064516129
JP Nagar,1150.0,2.0,2.0,90.0,2,7826.086956521739
Koramangala,1290.0,2.0,3.0,100.0,2,7751.937984496124
Jakkur,2197.0,3.0,2.0,136.0,3,6190.259444697314
Abshot Layout,1140.0,1.0,1.0,185.0,2,16228.070175438595
Munivenkatppa Layout,3700.0,4.0,2.0,314.0,4,8486.486486486487
Yelachenahalli,1400.0,2.0,3.0,55.0,3,3928.571428571429
Bommasandra Industrial Area,1165.0,2.0,1.0,33.64,2,2887.5536480686696
Whitefield,2400.0,4.0,1.0,143.0,4,5958.333333333333
Thanisandra,1564.0,3.0,1.0,101.0,3,6457.800511508952
Kanakpura Road,1450.0,2.0,2.0,70.18,3,4840.000000000001
Binnamangala,3968.0,5.0,2.0,900.0,6,22681.451612903227
Electronic City,1128.0,2.0,1.0,65.35,2,5793.439716312056
Singasandra,1510.0,3.0,2.0,75.0,3,4966.887417218543
Nagavara,2319.0,3.0,2.0,180.0,3,7761.966364812419
Lingadheeranahalli,1521.0,3.0,1.0,94.71,3,6226.824457593689
Uttarahalli,1330.0,2.0,2.0,46.45,3,3492.4812030075186
Harlur,1197.0,2.0,1.0,77.0,2,6432.748538011696
Electronic City,1100.0,2.0,2.0,42.0,2,3818.181818181818
Jigani,918.0,2.0,2.0,55.0,2,5991.285403050109
Vijayanagar,1739.0,3.0,1.0,116.0,3,6670.500287521564
Hosa Road,615.0,1.0,1.0,28.29,1,4600.0
9th Phase JP Nagar,1050.0,2.0,2.0,39.0,2,3714.285714285714
Ardendale,1728.0,3.0,2.0,95.0,3,5497.685185185185
Margondanahalli,1625.0,3.0,0.0,80.0,3,4923.076923076923
Himagiri Meadows,869.0,2.0,1.0,36.0,2,4142.692750287687
Bethel Nagar,560.0,1.0,0.0,19.0,1,3392.8571428571427
Subramanyapura,2495.0,3.0,3.0,130.0,3,5210.420841683367
Hormavu,2400.0,3.0,1.0,177.0,3,7375.0
Devanahalli,2125.0,3.0,1.0,107.0,3,5035.294117647059
Channasandra Layout,1265.0,2.0,1.0,82.0,3,6482.213438735178
Kalyan nagar,3800.0,5.0,3.0,300.0,4,7894.736842105263
Gubbalala,1285.0,2.0,2.0,90.0,2,7003.8910505836575
Thirumenahalli,1378.0,2.0,3.0,42.33,3,3071.843251088534
Whitefield,1215.0,2.0,2.0,40.0,2,3292.181069958848
Yelahanka New Town,1290.0,2.0,2.0,70.0,2,5426.356589147287
Kadubeesanahalli,1424.0,2.0,2.0,75.0,3,5266.853932584269
Sector 2 HSR Layout,794.0,1.0,2.0,65.0,1,8186.39798488665
Sri Venkateshpura Layout,1146.0,2.0,1.0,38.5,2,3359.5113438045373
Sarjapur  Road,1044.0,2.0,2.0,55.0,2,5268.199233716475
Thanisandra,1305.0,2.0,2.0,90.0,2,6896.551724137931
Ramchandrapuram,400.0,2.0,1.0,50.0,1,12500.0
Kasturi Nagar,1200.0,4.0,2.0,250.0,4,20833.33333333333
Magadi Road,1322.0,2.0,2.0,58.82,3,4449.3192133131615
Dasappa Layout,1200.0,5.0,2.0,85.0,5,7083.333333333333
Nayandanahalli,1350.0,2.0,3.0,68.0,3,5037.037037037037
Kanakpura Road,2689.0,6.0,2.0,245.0,4,9111.193752324283
Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2,6302.5210084033615
MS Pallya,3600.0,5.0,0.0,110.0,5,3055.555555555556
Hebbal,1985.0,4.0,2.0,189.0,3,9521.410579345087
Cooke Town,1310.0,2.0,2.0,111.0,2,8473.282442748092
Dommasandra,1033.0,2.0,2.0,25.53,3,2471.4424007744437
Kanakpura Road,525.0,1.0,1.0,27.5,1,5238.095238095239
Anjanapura,950.0,2.0,0.0,32.0,2,3368.4210526315787
Yeshwanthpur,1855.0,3.0,3.0,135.0,3,7277.628032345014
Medaralli,1344.0,4.0,1.0,84.0,4,6250.0
RWF West Colony,1000.0,2.0,1.0,50.0,2,5000.0
NGR Layout,1020.0,2.0,1.0,45.9,2,4500.0
Chikka Tirupathi,1616.0,3.0,0.0,95.0,3,5878.712871287129
Electronic City Phase II,1502.0,3.0,3.0,50.0,3,3328.894806924101
Ananth Nagar,902.0,2.0,1.0,25.26,2,2800.4434589800444
Lingarajapuram,450.0,1.0,2.0,60.0,1,13333.333333333334
Mathikere Extension,3000.0,3.0,0.0,250.0,3,8333.333333333334
Kudlu Gate,1215.0,2.0,1.0,45.0,2,3703.703703703704
Yeshwanthpur,2559.0,3.0,2.0,141.0,3,5509.964830011723
T c palya,1500.0,2.0,0.0,85.0,3,5666.666666666667
Dasanapura,814.0,2.0,1.0,42.0,2,5159.70515970516
Hormavu,1553.0,2.0,2.0,58.23,3,3749.517063747585
Hebbal Kempapura,1200.0,3.0,2.0,148.0,4,12333.333333333334
Kasavanhalli,4260.0,4.0,3.0,272.0,4,6384.976525821597
Byrasandra,1455.0,2.0,2.0,56.0,3,3848.7972508591065
Kaggadasapura,1455.0,3.0,3.0,75.0,3,5154.639175257732
Whitefield,2173.0,3.0,2.0,128.0,3,5890.473999079613
Bisuvanahalli,1075.0,2.0,1.0,44.0,3,4093.0232558139537
Marathahalli,1170.0,2.0,2.0,85.0,2,7264.957264957265
Banashankari,600.0,1.0,0.0,27.0,2,4500.0
Krishna Reddy Layout,1250.0,3.0,1.0,55.0,3,4400.0
Uttarahalli,1440.0,2.0,3.0,62.0,3,4305.555555555556
Giri Nagar,2400.0,6.0,1.0,400.0,6,16666.666666666668
Amruthnagar,1350.0,2.0,1.0,67.5,2,5000.0
Jakkur,1050.0,2.0,1.0,49.87,2,4749.523809523809
Gottigere,1200.0,2.0,0.0,95.0,2,7916.666666666667
Sompura,1350.0,3.0,1.0,65.0,3,4814.814814814815
Jakkur,1290.0,2.0,1.0,85.0,2,6589.147286821705
5th Phase JP Nagar,1000.0,2.0,0.0,48.0,2,4800.0
Chikkabanavar,950.0,2.0,1.0,40.0,2,4210.526315789473
Hegde Nagar,1168.0,2.0,1.0,68.0,3,5821.917808219178
Ramamurthy Nagar,1350.0,2.0,2.0,39.0,3,2888.8888888888887
Tumkur Road,1459.0,2.0,1.0,95.0,3,6511.3091158327625
6th Phase JP Nagar,1170.0,2.0,2.0,120.0,2,10256.410256410256
Ejipura,1356.0,5.0,2.0,139.0,5,10250.737463126845
Green Glen Layout,1623.29,2.0,2.0,105.0,3,6468.345150897252
Electronic City,1000.0,2.0,3.0,25.0,2,2500.0
Kengeri,550.0,1.0,1.0,16.75,1,3045.454545454545
Banashankari,1105.0,2.0,2.0,90.0,2,8144.796380090498
Koramangala,1750.0,3.0,2.0,130.0,3,7428.571428571428
Bommanahalli,1375.0,3.0,2.0,59.0,3,4290.909090909091
Jayanagar,1170.0,2.0,3.0,105.0,2,8974.358974358975
Anekal,1200.0,2.0,1.0,36.0,4,3000.0
Bhoganhalli,1760.0,3.0,2.0,128.0,3,7272.727272727273
Abbigere,734.0,1.0,0.0,19.82,1,2700.272479564033
Kammasandra,1057.0,2.0,1.0,35.0,2,3311.2582781456954
Vasantha Vallabha Nagar,1360.0,3.0,3.0,55.0,3,4044.117647058824
Giri Nagar,4500.0,5.0,3.0,250.0,7,5555.555555555556
Kanakpura Road,1339.0,2.0,2.0,63.0,2,4705.003734129948
Rajaji Nagar,1056.0,1.0,0.0,250.0,2,23674.242424242424
Banashankari Stage V,1540.0,3.0,2.0,48.51,3,3150.0
Ambedkar Nagar,1409.0,2.0,2.0,95.0,2,6742.370475514549
Whitefield,3252.0,4.0,1.0,230.0,4,7072.570725707257
Kengeri,1160.0,2.0,2.0,40.6,2,3500.0
Begur,1200.0,2.0,1.0,33.0,2,2750.0
Electronic City,2000.0,4.0,0.0,120.0,4,6000.0
Kundalahalli,1010.0,2.0,1.0,49.27,2,4878.217821782178
Murugeshpalya,1500.0,2.0,0.0,70.0,3,4666.666666666667
JP Nagar,1107.0,2.0,1.0,57.0,2,5149.051490514905
Sadashiva Nagar,7500.0,5.0,2.0,1500.0,5,20000.0
Yeshwanthpur,2500.0,5.0,2.0,185.0,6,7400.0
Kanakpura Road,2100.0,3.0,2.0,140.0,3,6666.666666666667
Hoodi,1660.0,3.0,2.0,125.0,3,7530.120481927711
Hennur Road,1672.0,3.0,2.0,86.0,3,5143.540669856459
Margondanahalli,1200.0,2.0,1.0,65.0,2,5416.666666666667
Whitefield,3200.0,4.0,3.0,224.0,4,7000.0
Avalahalli,2300.0,3.0,3.0,120.0,3,5217.391304347826
Electronic City,660.0,1.0,1.0,18.0,2,2727.2727272727275
Kasturi Nagar,1650.0,5.0,1.0,450.0,5,27272.727272727272
Hanuman Nagar,2072.0,3.0,2.0,108.0,3,5212.355212355213
"Bellandur, ",3160.0,4.0,3.0,206.0,4,6518.987341772152
Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2,8500.42992261393
8th Phase JP Nagar,500.0,1.0,1.0,30.0,1,6000.0
Bellandur,1410.0,3.0,2.0,92.0,2,6524.822695035461
Yelahanka,1355.0,2.0,3.0,75.0,3,5535.055350553505
Neeladri Nagar,674.0,1.0,1.0,21.0,1,3115.727002967359
Doddakallasandra,1072.0,2.0,1.0,42.87,2,3999.067164179105
Anandapura,875.0,2.0,1.0,57.0,2,6514.285714285715
HBR Layout,2800.0,2.0,0.0,200.0,3,7142.857142857143
Whitefield,1430.0,3.0,2.0,52.0,3,3636.363636363637
Begur Road,1634.0,3.0,1.0,111.0,3,6793.145654834761
Canara Bank Layout,1200.0,4.0,2.0,170.0,4,14166.666666666666
Kanakapura,1020.0,2.0,1.0,42.83,2,4199.019607843137
Arekere,900.0,2.0,1.0,44.5,2,4944.444444444444
Neeladri Nagar,1053.0,2.0,1.0,45.0,2,4273.504273504273
Kadugodi,1010.0,2.0,1.0,50.0,2,4950.495049504951
Kudlu,1041.0,2.0,1.0,53.0,2,5091.258405379443
Ramagondanahalli,1151.0,2.0,2.0,42.5,2,3692.44135534318
Ullal Road,1200.0,5.0,1.0,130.0,5,10833.333333333334
Sahakara Nagar,1100.0,2.0,1.0,55.0,2,5000.0
Sarjapur  Road,1346.0,2.0,1.0,69.61,2,5171.619613670134
Kanakpura Road,1450.0,3.0,3.0,60.91,3,4200.689655172414
Whitefield,1452.0,2.0,2.0,46.29,3,3188.01652892562
Thanisandra,1296.0,2.0,2.0,72.0,2,5555.555555555556
Tumkur Road,1066.0,2.0,2.0,52.5,2,4924.953095684803
Kengeri Satellite Town,1200.0,5.0,2.0,70.0,5,5833.333333333333
Whitefield,1240.0,2.0,2.0,41.0,2,3306.451612903226
Begur Road,1200.0,2.0,2.0,45.0,2,3750.0
Attibele,1600.0,4.0,0.0,52.8,4,3300.0
Bommasandra Industrial Area,1005.0,2.0,1.0,39.77,2,3957.213930348259
Marathahalli,1385.0,2.0,2.0,68.5,3,4945.848375451264
Kodathi,1070.0,2.0,1.0,52.0,2,4859.813084112149
Vignana Nagar,1200.0,2.0,2.0,55.0,2,4583.333333333333
Bannerghatta Road,1200.0,2.0,2.0,75.0,2,6250.0
Yelahanka,1282.0,2.0,2.0,48.7,3,3798.751950078003
Electronics City Phase 1,1175.0,2.0,2.0,51.47,2,4380.425531914893
Haralur Road,1735.0,3.0,2.0,97.0,3,5590.778097982709
BTM 2nd Stage,1147.0,2.0,1.0,75.0,2,6538.7968613775065
Gottigere,3000.0,3.0,0.0,132.0,4,4400.0
Banashankari,1420.0,3.0,1.0,66.0,3,4647.887323943662
Kanakpura Road,1703.0,3.0,2.0,126.0,3,7398.7081620669405
Thanisandra,2100.0,4.0,1.0,95.0,4,4523.809523809524
Kammasandra,1415.0,2.0,2.0,60.0,2,4240.282685512368
Devanahalli,1230.0,2.0,1.0,56.45,2,4589.430894308943
Whitefield,530.0,1.0,1.0,29.44,1,5554.716981132076
Thanisandra,1801.0,3.0,1.0,115.0,3,6385.341476957246
Old Airport Road,2392.0,3.0,2.0,249.0,3,10409.69899665552
8th Phase JP Nagar,1275.0,3.0,2.0,45.0,3,3529.4117647058824
Electronic City,1363.0,2.0,1.0,79.0,2,5796.038151137197
HBR Layout,1200.0,6.0,3.0,280.0,9,23333.33333333333
Neeladri Nagar,640.0,1.0,1.0,20.5,1,3203.125
Choodasandra,1075.0,2.0,2.0,45.0,2,4186.046511627907
Thigalarapalya,3122.0,5.0,2.0,225.0,4,7206.91864189622
